pkid,fkcallingsearchspace,fkroutepartition,sortorder
93dc3591-a814-735b-1bf5-7cf3f3f9df62,5f9ccd3c-2a25-4818-49cd-6355c2b14b96,b0776e80-ab04-4b61-9671-7574f670747e,0
76f8fd5e-b310-dec6-7f9c-4eabf1f574f5,5f845e07-2e87-7385-d5b0-c11c9aca6605,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
6bbc4027-9b9c-2686-56ef-2d36a7948876,5f845e07-2e87-7385-d5b0-c11c9aca6605,060bbb69-1b3f-45d4-8e75-12afceb4a9e6,1
768b75fc-713d-66b0-8bfe-bbdfc98283d1,5f845e07-2e87-7385-d5b0-c11c9aca6605,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
b7c5d25d-fd8a-63db-b8d6-bfdd85f64d0e,b3a4024f-027d-c0bb-7df8-956aa66ce18a,c2ebb245-6a5f-46fe-86ba-c174274f3a0e,8
259c1a80-f36f-974b-2ec0-7c81be8fb164,097434f2-e680-45e6-b63e-f2116b62f362,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
51b9203d-9406-2d59-65e0-8ea966e0b194,097434f2-e680-45e6-b63e-f2116b62f362,97efb347-833a-4545-87f2-2d1120f31fc2,6
067494f8-f497-484d-7c61-c3a3344987b6,097434f2-e680-45e6-b63e-f2116b62f362,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
75216e41-5462-d88d-0cb5-e8b10f4b1bab,096d3f68-534c-aa2a-8e73-14191b831b05,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,0
9c48d137-eae4-8f60-230e-5efc42e30620,b37e0829-301c-3321-26f8-0a6c3cbae4c7,b81d432e-9bac-4193-8eca-6b648a25f119,0
7184f864-925a-ecaf-3db0-ec4ec703b9f8,b37e0829-301c-3321-26f8-0a6c3cbae4c7,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,1
4121ad3c-21be-ecd8-1f3e-0cf1bf450ecc,b37e0829-301c-3321-26f8-0a6c3cbae4c7,65a8fa61-7be9-4600-bfa9-ab13a81eba51,2
b350a891-8630-8bac-1885-1f7231d55d7b,b37e0829-301c-3321-26f8-0a6c3cbae4c7,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3
7d0a2649-7ef3-c908-7a6f-05961c2a7f69,096d3f68-534c-aa2a-8e73-14191b831b05,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,1
e6ab62d0-001b-79d5-23e2-6281a9b272ce,096d3f68-534c-aa2a-8e73-14191b831b05,ba7416f4-a1b6-4279-b89e-5ff930d8f8ec,2
e8298015-23ed-4da9-df13-209084d1c4ca,b37e0829-301c-3321-26f8-0a6c3cbae4c7,50f245a9-e6dd-4d14-a166-f41445e0a236,4
f1649cac-dda7-e630-0d84-67009488eecf,b37e0829-301c-3321-26f8-0a6c3cbae4c7,0533d41b-5f91-492f-84ee-66f76cff6806,5
8e739f44-9320-34a9-9d44-2fd47404f329,096d3f68-534c-aa2a-8e73-14191b831b05,b2f7003a-2e06-4d20-aacd-0dbace46f4d3,3
529d8542-672f-a485-fda0-70c1f3ae7a9d,5f7753ab-02f4-141b-7176-b2c539789ddf,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
3763b814-1b36-6ba2-f344-e46d2b96ceb9,5f7753ab-02f4-141b-7176-b2c539789ddf,f7163e63-b3ef-4bc5-8878-d94eb940688f,1
b3f8f6df-e92a-a059-06ad-550ea24541b2,5f7753ab-02f4-141b-7176-b2c539789ddf,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
81692011-2833-5713-a521-2bee0b90f65b,b37e0829-301c-3321-26f8-0a6c3cbae4c7,1b03ba92-cf96-469d-8fce-f65eb9600c6a,6
4de95d12-4515-9869-8684-328f60cb4323,096d3f68-534c-aa2a-8e73-14191b831b05,0533d41b-5f91-492f-84ee-66f76cff6806,4
6f8efca4-4a90-650f-61eb-39980150652f,096d3f68-534c-aa2a-8e73-14191b831b05,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
67bfc6cf-6171-b53c-1651-1c7efe8ab096,096d3f68-534c-aa2a-8e73-14191b831b05,97efb347-833a-4545-87f2-2d1120f31fc2,6
3d9c7c49-a09c-c54f-b682-af549aaa2230,5f76fe03-96ed-1989-7b99-070e3103975b,3b0e6a72-e73f-40df-b8c0-2f5a917b897e,0
2fc23b32-f812-0443-f388-557af332f5af,096d3f68-534c-aa2a-8e73-14191b831b05,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
48d67cc5-e778-0791-751c-8ad6c2e3ab36,096d3f68-534c-aa2a-8e73-14191b831b05,c2ebb245-6a5f-46fe-86ba-c174274f3a0e,8
21fdfaa9-3ac3-6dae-21e7-7d126c212270,096918b8-8e86-1dbe-a0c7-75eb6afcafa7,d60c17e6-2c63-453b-864f-7ab42bcc31ae,0
dd542ff5-b492-67c4-9a1a-57a9f15cbee6,095a7327-f7a3-356b-29bb-0ffc489086c2,08bc9f6a-5c6d-4b41-9f6f-38ee291a886a,0
ca118c9a-6f28-9fb6-a415-712d5c4be196,5f5bf12b-15df-c736-c617-65a63f8065f9,066e3373-21f0-442d-832f-87f5da298728,0
c876dce8-0335-85f9-31e7-7031607b11cf,5f5bf12b-15df-c736-c617-65a63f8065f9,36146fcc-226f-4dea-bb92-16b138bba234,1
1fc5b6f9-1dbd-57aa-2c21-a60aab9cda72,5f5bf12b-15df-c736-c617-65a63f8065f9,0ca31a98-b64f-4dda-b2c4-d76dc7c93076,2
e33524c6-d4ec-7383-7e52-7216288df347,5f5bf12b-15df-c736-c617-65a63f8065f9,9a6b50d9-470a-48a1-ae7e-d2e696129227,3
e270c760-6193-cf62-9c58-f382d6dfa82b,095a7327-f7a3-356b-29bb-0ffc489086c2,36457ae0-de77-4846-8533-7e897bc985a1,1
f76a81fc-040f-89e8-e7f4-166bdcb8c8d1,5f575d58-aecc-32c6-5fbe-cb1824181e16,98581994-7187-4e36-893f-27ad76bf7377,0
bbc1ff5a-415b-2a7d-92f2-4fe2110aa239,5f226968-cc33-4cbe-1171-f0763ee6cb9f,f375f24e-d3f6-4fc0-80c3-25921ffb4881,0
3d3e80c7-8bc3-3713-b221-902f08e4a275,5f20e5c8-a8e1-6898-20be-f8f715155dc4,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
1536d6d9-d101-ff12-3359-6a368e26dc78,b37e0829-301c-3321-26f8-0a6c3cbae4c7,97efb347-833a-4545-87f2-2d1120f31fc2,7
e6c485e4-469f-a8ad-78a2-a75b63329307,b37e0829-301c-3321-26f8-0a6c3cbae4c7,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,8
7ed5f47a-4e49-2492-b2e6-2b14344e8a80,09444ad8-64bc-0d00-eafb-3ef7dfdf71de,22ce4eda-9c30-49ff-9c0d-e21ef878e61d,0
adc5b698-c696-3e56-9af3-d25efe8fd783,5f20e5c8-a8e1-6898-20be-f8f715155dc4,4ec21758-cabc-40ba-99e2-ebd98e3c593e,1
cca3c273-962e-0b72-0231-6d30fe626ef4,5f20e5c8-a8e1-6898-20be-f8f715155dc4,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
7437eb4b-9954-c1e8-6c5c-bba8740c5d67,5f011faf-c350-1f0f-23c8-d4f9f2c32f92,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
ddd5e38a-1eb7-abe1-e1f8-5c18280b120e,5f011faf-c350-1f0f-23c8-d4f9f2c32f92,42af7fd9-127d-4642-9f76-d3bb066e2776,1
f7495175-e658-9ebb-3784-73a728d8c090,0917cf66-bff1-7a1c-872c-edbc3742c0ed,b81d432e-9bac-4193-8eca-6b648a25f119,0
e87f75c0-2bd1-6214-5a28-e85ee34859b3,0917cf66-bff1-7a1c-872c-edbc3742c0ed,e8118fee-b7ae-42d6-bd7c-3cc2917889d7,1
ed664c5f-cc76-6e3c-042b-fbc31e9b0e03,0917cf66-bff1-7a1c-872c-edbc3742c0ed,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,2
684c1db5-251e-c8e1-65ee-cc4ff8b2df6c,f00809f2-30b4-7335-9182-78969f2f2543,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
6dc88502-e37b-38d0-06ab-b054b388113b,5f011faf-c350-1f0f-23c8-d4f9f2c32f92,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
bab8246f-b898-d98a-024a-04530f77d1eb,b3710cec-b199-ad83-7258-e6b5b826bbb6,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
9df78227-8160-5d1e-d6d8-4a37e0ce7c40,5efe2e7f-f12d-0dae-97c6-88bd3cb44623,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
a95a4c3b-7db5-1077-3a7a-6a34d4a025f1,b3710cec-b199-ad83-7258-e6b5b826bbb6,cac6c99d-d943-41bd-b3a7-203d4bd35e27,1
6e8c41ab-a49e-0929-55d2-b9de7e2f7e85,b3710cec-b199-ad83-7258-e6b5b826bbb6,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
e1f09232-7c6e-5589-e74c-d740dd7382ea,b34ffff0-d116-0a62-182e-938023725780,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
b897f171-a3fb-9a85-6411-09bdfd8dcf04,0917cf66-bff1-7a1c-872c-edbc3742c0ed,50f245a9-e6dd-4d14-a166-f41445e0a236,3
b3d3528d-d575-6b7e-c964-3f8fa82e1970,0917cf66-bff1-7a1c-872c-edbc3742c0ed,0533d41b-5f91-492f-84ee-66f76cff6806,4
286817ee-8472-06fb-20e8-3f30db92a554,0917cf66-bff1-7a1c-872c-edbc3742c0ed,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
0a65c3ae-08c9-c376-67fb-d2d1b561447f,b34ffff0-d116-0a62-182e-938023725780,f39cb49d-c9dd-4211-9cf7-03dc0aa5be78,1
aa01945e-1c84-d9c4-5601-857a28f2d11f,b34ffff0-d116-0a62-182e-938023725780,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
e2b6c0db-3f34-5deb-edc0-2c82808406f3,b348b17b-fa70-83f4-665d-892c68b93ef3,cee6aba2-7d83-421b-9f58-9d4784d1639b,0
27a6a714-c680-195a-e41e-77fdadfa9b4a,b348b17b-fa70-83f4-665d-892c68b93ef3,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,1
1a3a2e9c-551c-9f6b-e10f-dc42f0a6ed39,b31ca7e7-7754-1043-8c5a-ade25309f423,cb42dd4c-59b0-4250-9dda-59c7d0356869,0
edfa1dbb-600f-f784-7966-75f85d14400c,b308a64d-d242-9683-079f-849f2fe686dc,86f9a10e-6139-406d-9c0f-860f6098e0b6,0
cb1f0d04-6eef-ad2f-1c98-f3b1bec2c93a,b28a897c-2e45-4075-0872-937466049d69,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
c4ef6b13-817e-da87-8956-f650407f1999,b28a897c-2e45-4075-0872-937466049d69,05dce0a2-dd0b-49dd-bf65-8975369dfcc0,1
718dd1af-e11b-dfa0-73fe-f3762a5f1058,b28a897c-2e45-4075-0872-937466049d69,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
da88b74b-d74b-5e38-16e6-5bbe1c756d36,b2778e3d-7a4c-a0d6-2f9d-f6ced290625e,4a6d079f-e9d2-4812-b270-5cd7c337a1bf,0
458b2c5e-0100-c317-ce57-02233177daa6,b2651915-807a-b89b-44ed-55c0ff63ea12,80a4154e-1de2-4a99-b283-aae898105326,0
a274da60-4d5c-a5ee-a5be-85e70e33d157,0917cf66-bff1-7a1c-872c-edbc3742c0ed,97efb347-833a-4545-87f2-2d1120f31fc2,6
3b757bc2-049a-9aad-260c-380f4e8f7999,5efe2e7f-f12d-0dae-97c6-88bd3cb44623,40daa0fb-7171-4166-8ea8-29065b504f32,1
171ac863-9d5d-8577-8021-9fc66c6b5e0f,b262ea58-e4d4-2465-b1a8-b2eb83c270d0,58276db2-1d66-4a09-b4da-232d63e6bf3a,0
3456243e-f8fc-ce4c-7483-78fd662a4b27,5efe2e7f-f12d-0dae-97c6-88bd3cb44623,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
53416300-6a6d-f35b-190e-1de7fd830a4a,b241a4dc-563c-00c1-2afa-4cea58e70918,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
70bd7eae-83c9-6772-f7a8-eb6b519d648d,5edbe361-910c-a06e-f292-754fd69a9a17,827dfe63-fb85-47f5-892e-76195fd666fc,0
1acd0c91-607f-0355-4026-d5c0050bd02b,5e7d33ea-bc43-4c2a-be07-9259a8c5a03b,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
eb603854-27ec-f647-a901-c69ebda26d53,5e7d33ea-bc43-4c2a-be07-9259a8c5a03b,056d1b48-ff60-48aa-b48a-68c43a4de068,1
f7bb1469-7b5d-3b07-8a65-7731d0e2614a,5e7d33ea-bc43-4c2a-be07-9259a8c5a03b,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
787036ca-0c9e-6ebc-5480-72c3e215b240,0917cf66-bff1-7a1c-872c-edbc3742c0ed,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
38e08b70-7205-c363-b89c-da24d1444432,5e79b4f3-191f-d90a-2287-c4bc7e33ab31,50f245a9-e6dd-4d14-a166-f41445e0a236,3
6f55841a-bf1c-0da5-b166-96f0aaccdb6a,5e79b4f3-191f-d90a-2287-c4bc7e33ab31,0533d41b-5f91-492f-84ee-66f76cff6806,4
06b594e0-a2b1-2a6a-cdff-573da27f40d8,5e79b4f3-191f-d90a-2287-c4bc7e33ab31,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
5598863e-7052-af38-9488-c2705654b64e,5e79b4f3-191f-d90a-2287-c4bc7e33ab31,97efb347-833a-4545-87f2-2d1120f31fc2,6
9751dd33-393d-51d2-67de-ff70171439ee,5e79b4f3-191f-d90a-2287-c4bc7e33ab31,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
9517a0a4-dbb2-a658-00bc-173fb1121193,5e43a6e4-a278-ad35-e706-93143c1e0cc6,f8df4b1c-25f3-423c-bdd3-b0967b9805f6,0
83bf689e-4a08-5894-697c-be8fd61e9986,5e3eb697-f21e-3570-18c2-e52865699e8a,b81d432e-9bac-4193-8eca-6b648a25f119,0
65a2f157-c4f3-b87d-0022-b4c9be9e0041,b241a4dc-563c-00c1-2afa-4cea58e70918,24ab4e7f-1800-481d-937c-dcb9d3c4a433,1
e4d3f10f-99cd-588f-70b4-d45633a9a185,5e3eb697-f21e-3570-18c2-e52865699e8a,9492dde8-446e-444c-be6f-b8090bb5deb6,1
e61503b7-0f0d-958e-0918-cb45c6a05830,5e3eb697-f21e-3570-18c2-e52865699e8a,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,2
ed4542cc-9588-4be2-63aa-4892a3713025,5e3eb697-f21e-3570-18c2-e52865699e8a,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3
d1f5a49a-c7ad-3c73-b879-fa1c814e9f86,f00809f2-30b4-7335-9182-78969f2f2543,ed557845-6d75-47eb-83a8-320b8e239d1c,1
438fb6bd-9bd7-a119-5654-7fcc0f71ca15,0907d677-4866-7163-2526-d3734bdaee2d,12e3bf10-cd80-4f09-b9df-dbc1a6901d8c,0
3fdb4d7a-2e2c-8218-13e5-d32094bcb461,b241a4dc-563c-00c1-2afa-4cea58e70918,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
042ef7e4-44e1-584b-d900-abf71675c762,b2370aee-40c0-bb1f-d538-0ba67cc1a790,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
be498227-1d9c-5e36-8cbb-8644183db0c9,b2370aee-40c0-bb1f-d538-0ba67cc1a790,1e8b9ae0-607d-480c-8adf-aceb3ad0ff87,1
96999c4d-16b2-f128-b69a-468185cfc456,0907d677-4866-7163-2526-d3734bdaee2d,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,1
7eb016a9-f001-b4b9-4f58-f0c2c40caf38,0907d677-4866-7163-2526-d3734bdaee2d,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,2
6c128cb9-7704-be9f-4fba-b9fc749d7d8d,0907d677-4866-7163-2526-d3734bdaee2d,50f245a9-e6dd-4d14-a166-f41445e0a236,3
8be4a39b-3185-2df8-070e-0a88e91903c6,5e3eb697-f21e-3570-18c2-e52865699e8a,50f245a9-e6dd-4d14-a166-f41445e0a236,4
3975774c-e115-e467-17c5-b1212ef3461f,5e3eb697-f21e-3570-18c2-e52865699e8a,0533d41b-5f91-492f-84ee-66f76cff6806,5
479f1a60-e2a6-08e6-8afe-f57f756d09c1,5e3eb697-f21e-3570-18c2-e52865699e8a,1b03ba92-cf96-469d-8fce-f65eb9600c6a,6
d685075d-80da-db8f-0171-4bbf46d7d46b,0907d677-4866-7163-2526-d3734bdaee2d,0533d41b-5f91-492f-84ee-66f76cff6806,4
e50d8e87-e1c0-6cd4-177d-c102f75b1657,0907d677-4866-7163-2526-d3734bdaee2d,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
79206049-792e-7d2a-0d68-9034b21acd16,5e3eb697-f21e-3570-18c2-e52865699e8a,97efb347-833a-4545-87f2-2d1120f31fc2,7
b6e2caeb-e706-0346-edaf-30cad6340073,5e3eb697-f21e-3570-18c2-e52865699e8a,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,8
30033517-c418-8b4f-928c-a946a6e4b88a,5e2a0f4b-ddf5-4d1a-9c12-c11cd218d315,b0aba305-3f3e-41dd-a129-5125ef7467e7,0
ea7d519b-ffb3-a0f0-c4cd-0f10b5808ecb,0907d677-4866-7163-2526-d3734bdaee2d,97efb347-833a-4545-87f2-2d1120f31fc2,6
a5a88740-8870-178b-41fe-26774cef26d2,5e26c17c-a1ac-2c1c-4e30-90ccdc65026c,2cfe2eba-a6e1-4d7e-8f96-4e27068fc144,0
445da399-2372-73a5-9c24-bc22261909e7,5e04ac8a-3094-652b-c9f2-fbbca7e0aebd,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,1
5dc31d0b-c230-4073-e905-e0620863d1ba,b2370aee-40c0-bb1f-d538-0ba67cc1a790,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
a6a7e44c-9567-65f4-3558-cc13f7c0cc13,b20c7562-ea4b-517a-9a99-ba5591bea5b5,01bb15bb-5d8c-4edf-83c8-531948837f67,0
ca199abc-f0b0-ca0c-c106-8082cd0aa341,b1eee138-67c1-629c-df63-c7af91463d78,fe624b99-00e7-405b-8796-05647dbb85f7,0
66aa88ff-22ad-d064-7542-1863e605e126,5e04ac8a-3094-652b-c9f2-fbbca7e0aebd,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,2
e1dc43d1-a90f-7c95-6b34-05d62db5f4e8,0907d677-4866-7163-2526-d3734bdaee2d,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
ec1aa090-f57b-6463-43b0-2da063d32e17,08fdac1e-84b3-8b21-62b0-b66485014034,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
97f0fc69-817c-74ee-a3cd-3490449cba5b,08fdac1e-84b3-8b21-62b0-b66485014034,aea6adba-9ddb-4e49-8419-2a02ac38c7ee,1
b142590f-2089-e870-7a0e-d59efdbe440f,08fdac1e-84b3-8b21-62b0-b66485014034,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
95913fb3-63a3-7bab-f7e3-e5021de30fab,b1eee138-67c1-629c-df63-c7af91463d78,36146fcc-226f-4dea-bb92-16b138bba234,1
fce81e85-53a4-7dc6-a667-92bb71b5c391,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,b81d432e-9bac-4193-8eca-6b648a25f119,0
a2258a15-3465-32b7-3227-bf78f3d25beb,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,1
de716bdf-02ec-2225-aece-05c0c7af82d7,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,f2807e50-799b-4d6c-9751-f51bbb607d4a,2
c876f591-0a08-1325-db8b-fbc94a005f6d,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3
5d26da91-aec8-5848-3360-c7b69bbeb78b,5e04ac8a-3094-652b-c9f2-fbbca7e0aebd,50f245a9-e6dd-4d14-a166-f41445e0a236,3
c526525c-b0cc-3832-e671-7471609db6cb,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,50f245a9-e6dd-4d14-a166-f41445e0a236,4
e602681a-ee31-8ede-6bc5-725b7b40bcd6,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,0533d41b-5f91-492f-84ee-66f76cff6806,5
0a2bb46b-95d4-41ad-cf01-6eca406a21d3,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,1b03ba92-cf96-469d-8fce-f65eb9600c6a,6
2f50f16e-3b36-2064-d696-790505a66086,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,97efb347-833a-4545-87f2-2d1120f31fc2,7
6774c4c9-e5ee-8c4b-b075-46daf8cf8ffa,08d674f9-b92c-26ca-8d1c-c1e6d5f21cf3,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,8
f90e0d28-9bb2-a664-4f60-72d89ff04c10,08cc6888-3b1a-829a-606d-59cfcce94e4b,7e746a90-0b93-403a-bd50-fa68dc1b5538,0
f7d512fb-e0b2-ba8b-957a-301da1919289,087ed12e-85ab-a65d-b7a3-9e45171c0d86,d60c17e6-2c63-453b-864f-7ab42bcc31ae,0
cb122608-2d42-6284-75b8-fe53331ee486,086bebf6-377a-f5c0-f0ca-a56f0727f504,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
6fba05e9-83e8-b414-4b0f-23781c81a124,5e04ac8a-3094-652b-c9f2-fbbca7e0aebd,0533d41b-5f91-492f-84ee-66f76cff6806,4
b50eac6b-3203-2965-31d5-ceb4f37d1785,5e04ac8a-3094-652b-c9f2-fbbca7e0aebd,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
f7c69bcc-f87e-793f-8b8d-cae4a2b67183,5e04ac8a-3094-652b-c9f2-fbbca7e0aebd,97efb347-833a-4545-87f2-2d1120f31fc2,6
0363ea0e-b344-a86f-0196-4031ef4bf2db,086bebf6-377a-f5c0-f0ca-a56f0727f504,38195720-8e77-439a-8f24-a211445a986c,1
eba1d7a4-3ef0-b615-4aea-7776784965c2,086bebf6-377a-f5c0-f0ca-a56f0727f504,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
90ae7851-c71c-77a4-1670-5c7801820315,085080be-d780-80fd-4161-a7529df689c4,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
152bb7b2-d1ae-50e1-f94a-bbe9e1041c9b,085080be-d780-80fd-4161-a7529df689c4,19da9695-c0c5-4065-bf7b-133614b932ce,1
e1803d0e-d668-fe06-369b-31e914daecc3,f00809f2-30b4-7335-9182-78969f2f2543,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
cdf0f1ed-b9a1-2111-1e40-a109ae5a279b,f027c38a-7c49-893d-7c68-576d27a98d41,229241f3-eccf-403d-a697-09c68a2babd5,0
3d118b53-3d68-05e0-247d-cab46672568f,f02c4ff1-8766-8b4e-69a1-b86321b6e144,cc5db57a-1130-4372-b207-fb52c977f776,0
0f95b332-f905-1140-353d-87e61ebe8023,085080be-d780-80fd-4161-a7529df689c4,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
aa4e2e25-2aeb-fbf8-a176-9b84dc4c20a0,082cfeb0-2359-9766-e20f-2aaebb9b8b74,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
cb717b29-0a03-0607-e0b2-878a47507ff8,082cfeb0-2359-9766-e20f-2aaebb9b8b74,39912120-9be3-409b-8cf2-b3821fc0f078,1
8279f0e2-7b30-3114-8975-5389afcdaa92,5e04ac8a-3094-652b-c9f2-fbbca7e0aebd,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
fbf45754-56c4-0d3a-6814-c1bffcbbbc4a,082cfeb0-2359-9766-e20f-2aaebb9b8b74,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
779d1e4a-0be6-9b7e-c4b2-58da20879c3a,07e897e1-ff72-04b7-706b-b8bd48a04c28,09df44c2-7706-4e1a-a6bc-e11b2139fca2,0
3f8b88cb-edc3-8244-1238-806a4a4c182e,07e7b8be-6098-b51e-1691-346be6c8b12e,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,0
14e61d4c-991e-db58-709b-9d1997f7f727,07e7b8be-6098-b51e-1691-346be6c8b12e,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,1
5fad8c83-be74-28ac-bebb-d8e12b747260,5def76b6-a82e-5465-70c0-fa10b87eedcb,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
4d95fa61-6905-7cc8-67d1-5daef5c3d392,b1eee138-67c1-629c-df63-c7af91463d78,0ca31a98-b64f-4dda-b2c4-d76dc7c93076,2
be0c6115-1b11-0db9-8dd1-893e7ea163e1,b1ed04f8-9a6d-0629-7d90-31ce4ca31e2e,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
db91fb5c-304b-c40a-379b-6b0fb858edf2,b1ed04f8-9a6d-0629-7d90-31ce4ca31e2e,ae4ee940-95ff-403e-bee9-2f66882bd72a,1
9bf0d126-d9e6-b2ec-3bcc-fef62ed63519,b1ed04f8-9a6d-0629-7d90-31ce4ca31e2e,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
35a3d1ef-c888-26b1-8aaa-98d7e7c2352f,b1e11f0a-b4df-5c62-dfed-c75654e14804,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
ab428702-fa0a-d178-af31-4db2e5328332,07e7b8be-6098-b51e-1691-346be6c8b12e,14878704-8256-432c-9583-7a5c04bf273f,2
2c43df51-cc77-6ffd-ed58-63c47c022d7d,5def76b6-a82e-5465-70c0-fa10b87eedcb,63c95589-cc54-4bb1-a6f2-76cc1f03d2c2,1
c9323abd-822d-b739-4af7-52c7090fd5ec,07e7b8be-6098-b51e-1691-346be6c8b12e,b2f7003a-2e06-4d20-aacd-0dbace46f4d3,3
7a06b52d-fdcc-e607-5696-ff6476d12331,07e7b8be-6098-b51e-1691-346be6c8b12e,0533d41b-5f91-492f-84ee-66f76cff6806,4
1e22c82d-9759-91bc-0c84-f41e37cd0c1a,07e7b8be-6098-b51e-1691-346be6c8b12e,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
6ae2ee5d-091d-7a70-749e-d362f0445bd4,07e7b8be-6098-b51e-1691-346be6c8b12e,97efb347-833a-4545-87f2-2d1120f31fc2,6
349a264a-18b7-d9c7-68d6-e7bab0888f05,07e7b8be-6098-b51e-1691-346be6c8b12e,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
f81ec08e-b6ae-e00a-3f2c-712d7f5f6747,b1e11f0a-b4df-5c62-dfed-c75654e14804,fcfb4869-e33d-4a3b-9580-703b2c7a2953,1
b54af13e-e432-f937-4fbb-bfe2932b3cf3,b1e11f0a-b4df-5c62-dfed-c75654e14804,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
3f6963cd-f40f-b1ba-fcb7-1e83c926791e,b1e003b4-3585-05d7-9715-d2762ae9fa3a,e5c95a60-7b7e-489e-acfa-75ed1999f065,0
f3817611-52de-ba91-1949-e38d829587c5,5def76b6-a82e-5465-70c0-fa10b87eedcb,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
c5bdfb5c-2602-1278-06c8-b1a1d9acdfd1,5de55326-f4cd-d2ef-36bc-02f4c688d80d,e090fa64-5659-4722-b444-bdf80842e213,0
